timestamp,MaxTemp,MinTemp,AverageTemp,CloudCoverTotal
20211008T0000,17.210245,7.9302454,11.878161,35.416668
20211009T0000,16.720245,6.4902453,10.650245,5.3250003
20211010T0000,14.750245,3.9902453,8.871912,13.912499
20211011T0000,13.900246,1.5002453,7.800661,46.079166
20211012T0000,13.180245,6.880245,9.99858,78.333336
20211013T0000,12.350245,4.8302455,8.820662,63.75
20211014T0000,14.580245,1.0902455,7.235661,27.083334
20211015T0000,15.760245,1.8902454,8.099411,25.116667
20211016T0000,14.460245,2.6402454,7.969412,36.375
20211017T0000,14.240245,4.8102455,7.878162,53.07083
20211018T0000,16.770245,4.3302455,9.022745,20.641665
20211019T0000,18.260244,7.1202455,11.456077,49.12501
20211020T0000,20.600245,7.4902453,15.266911,36.8125
20211021T0000,17.950245,11.830245,14.573161,64.70417
20211022T0000,11.950245,4.4802456,8.504412,45.475002
20211023T0000,14.020246,2.0202456,6.742746,24.462502
20211024T0000,15.160245,0.3002454,6.095245,16.770834
20211025T0000,17.050245,3.1002455,8.920245,16.158333
20211026T0000,15.570246,5.920245,10.671912,52.55417
20211027T0000,14.400246,4.670245,8.197745,54.150005
20211028T0000,15.050245,4.2302456,7.991079,33.162495
20211029T0000,14.660245,3.7102456,7.587745,21.095833
20211030T0000,11.390245,4.8902454,8.144411,72.791664
20211031T0000,18.150246,10.0602455,13.071494,40.37083
20211101T0000,13.230246,7.4702454,10.762746,68.208336
20211102T0000,10.930245,4.4702454,7.846495,55.379166
20211103T0000,9.180245,6.0602455,7.446911,94.041664
20211104T0000,8.130245,6.040245,6.834412,78.487495
20211105T0000,9.760245,3.1202455,7.038161,56.604168
20211106T0000,8.980246,2.2602453,4.6239953,70.208336
20211107T0000,10.160245,0.3302454,5.4127445,86.458336
20211108T0000,10.780245,1.8402454,6.6535783,70.791664
20211109T0000,9.520246,0.1202454,3.7444122,13.858333
20211110T0000,8.920245,-0.16975462,3.8356621,24.179169
20211111T0000,9.440246,0.7402454,4.166079,19.050001
20211112T0000,8.790245,1.7602454,4.3139954,18.574999
20211113T0000,9.660245,2.8502455,6.84358,70.833336
20211114T0000,10.920245,7.4502454,9.102745,89.458336
20211115T0000,9.0602455,6.6202455,7.893579,69.49166
20211116T0000,6.940245,6.0702453,6.505245,80.833336
20211117T0000,6.730245,5.440245,6.196495,89.5
20211118T0000,9.5602455,1.4602454,5.743995,67.0
20211119T0000,6.9502454,0.050245404,3.279829,22.9625
20211120T0000,5.7202454,1.7002454,3.2094123,45.416668
20211121T0000,5.860245,1.4202454,3.7535782,73.333336
20211122T0000,6.980245,4.420245,5.800246,92.541664
20211123T0000,6.1602454,1.1802454,4.0706625,46.583332
20211124T0000,4.630245,0.040245414,1.7948288,23.708334
20211125T0000,2.7702456,-0.9397546,0.9306621,60.479168
20211126T0000,4.1202455,0.13024542,2.086079,82.125
20211127T0000,4.6802454,-0.40975457,2.7823286,65.166664
20211128T0000,3.1502452,0.11024541,1.8177453,74.25
20211129T0000,3.8302455,1.1602454,2.242329,66.833336
20211130T0000,3.9202452,1.7602454,2.6523287,94.083336
20211201T0000,8.950245,4.2602453,7.0002446,90.916664
20211202T0000,6.3502455,1.3402455,4.063579,78.75
20211203T0000,3.5902452,-1.7197546,1.5939955,59.375
20211204T0000,9.500245,2.9602456,6.7939954,95.916664
20211205T0000,4.960245,0.1502454,3.266495,59.75
20211206T0000,4.360245,0.2502454,1.9160786,76.375
20211207T0000,6.7602453,2.2902455,3.646495,74.041664
20211208T0000,5.400245,2.2502456,4.082745,95.708336
20211209T0000,5.290245,0.4002454,3.2206624,64.53333
20211210T0000,4.170245,-0.90975463,1.9235787,85.78333
20211211T0000,4.2702456,1.3102454,3.1560786,91.041664
20211212T0000,4.0802455,-0.46975458,1.7164956,79.208336
20211213T0000,6.4302454,0.3702454,2.4769118,63.583332
20211214T0000,5.480245,0.7302454,1.9985787,52.454166
20211215T0000,4.790245,1.1702454,2.8802454,82.625
20211216T0000,6.0602455,2.0702453,3.5606616,59.75
20211217T0000,5.9902453,1.3902454,2.992329,22.208334
20211218T0000,5.500245,-0.65975463,1.9394118,23.625
20211219T0000,2.2302454,-1.6297547,0.19732875,15.791667
20211220T0000,4.0202456,-2.0497546,0.04524541,29.166666
20211221T0000,0.5902454,-2.5597544,-0.9385045,17.875
20211222T0000,0.3202454,-3.8597546,-2.0268383,14.529166
20211223T0000,5.460245,-3.4097548,1.6364952,42.441666
20211224T0000,8.290245,4.0102453,6.013579,73.72083
20211225T0000,8.270246,5.7002454,6.666496,81.166664
20211226T0000,8.190246,5.4102454,6.8689957,82.125
20211227T0000,9.180245,4.380245,7.295246,77.54583
20211228T0000,12.550245,8.240246,10.229412,78.90417
20211229T0000,13.780245,8.360246,10.095662,98.083336
20211230T0000,15.010245,10.700245,13.192329,82.541664
20211231T0000,13.000245,6.0602455,9.139413,45.52917
20220101T0000,12.100245,2.4402454,5.6219115,11.308333
20220102T0000,12.5602455,2.3102455,7.6081624,34.170834
20220103T0000,12.550245,11.150246,11.911494,87.5
20220104T0000,16.250246,5.670245,11.968997,85.36667
20220105T0000,5.610245,0.84024537,3.3306625,66.5
20220106T0000,4.4802456,-1.4697546,1.9552456,52.662502
20220107T0000,3.2702456,-2.0597544,0.94107866,72.183334
20220108T0000,5.880245,2.6002455,4.240662,80.67083
20220109T0000,6.2202454,1.6502454,3.9614952,81.791664
20220110T0000,4.8302455,-0.51975465,2.0423286,57.625
20220111T0000,4.3202453,-1.7397546,0.82399553,26.5
20220112T0000,2.8202453,-3.6697545,-1.3443379,7.9208336
20220113T0000,3.3602452,-4.2597547,-1.6047546,5.1458335
20220114T0000,5.7802453,-4.1897545,-0.8935048,0.9166667
20220115T0000,3.7602453,-4.1297545,-1.1285046,1.9333333
20220116T0000,2.3102455,-2.3297548,-0.3560045,38.791668
20220117T0000,5.9102454,-0.0697546,2.5335786,85.25
20220118T0000,6.0602455,0.5602454,2.392329,43.666668
20220119T0000,3.6002455,-0.1397546,1.9444121,62.708332
20220120T0000,5.2002454,-0.1997546,2.6406624,75.375
20220121T0000,3.6202455,-0.88975465,1.1852454,56.625
20220122T0000,5.5502453,-0.98975456,1.4494122,73.208336
20220123T0000,5.9902453,-1.3397546,1.1464955,35.458332
20220124T0000,5.3102455,-1.9297546,0.5581621,15.583333
20220125T0000,5.6002455,-2.5797548,0.20524526,9.833333
20220126T0000,2.7002454,-2.8297548,-0.80017114,23.583334
20220127T0000,1.5902454,-3.8297548,-0.9885047,48.575
20220128T0000,5.650245,0.00024539232,2.5510786,79.708336
20220129T0000,6.4302454,-0.77975464,3.1360786,77.708336
20220130T0000,8.910245,0.5702454,5.6610794,75.708336
20220131T0000,5.7002454,1.1302454,4.2989955,64.791664
20220201T0000,4.9702454,2.6202455,3.4173288,93.583336
20220202T0000,9.100245,5.3202453,7.7802434,97.916664
20220203T0000,8.710245,3.7202454,6.545244,65.924995
20220204T0000,8.010245,3.9602456,6.4452443,90.458336
20220205T0000,8.0602455,0.5002454,3.713995,25.541666
20220206T0000,7.7802453,1.4102454,5.2477455,77.791664
20220207T0000,8.490246,-1.6897546,4.4431624,42.5
20220208T0000,10.820246,-1.4897546,3.4960787,40.25
20220209T0000,12.770246,-1.5997547,3.5764954,25.012503
20220210T0000,10.690246,0.4402454,6.1531615,52.533337
20220211T0000,8.030246,-1.8697547,4.843162,57.5
20220212T0000,6.1202455,-3.0597544,0.6381622,17.058334
20220213T0000,11.800245,-1.3997546,3.6319122,8.05
20220214T0000,7.540245,0.4802454,4.3244123,58.274998
20220215T0000,7.980245,3.9102454,5.871079,58.399998
20220216T0000,11.240245,5.540245,8.205245,98.958336
20220217T0000,12.910245,8.460245,11.628578,64.5
20220218T0000,15.270246,7.420245,10.892745,75.541664
20220219T0000,9.140245,4.110245,6.4927444,49.125
20220220T0000,10.420245,5.790245,8.336495,94.291664
20220221T0000,10.360246,4.9102454,6.9427457,78.458336
20220222T0000,9.460245,5.420245,7.5431614,85.791664
20220223T0000,12.290245,2.9602456,8.07483,59.166668
20220224T0000,12.570246,2.2202454,7.323162,52.662502
20220225T0000,7.500245,0.97024536,4.161079,31.375
20220226T0000,8.260245,-0.23975462,3.3552458,27.083334
20220227T0000,10.030245,-2.0597544,2.9464953,0.0
20220228T0000,9.800245,-3.2497544,2.3889954,0.0
20220301T0000,9.760245,-3.3797545,2.261912,14.058333
20220302T0000,10.230246,-2.7897544,3.4456618,49.850002
20220303T0000,12.940246,-1.7197546,4.7789955,9.666667
20220304T0000,10.5602455,-2.7997546,2.9381618,0.0
20220305T0000,8.320246,-3.3297548,1.6739956,2.9583333
20220306T0000,7.4102454,-3.1397548,1.2360787,25.208334
20220307T0000,7.290245,-4.0097547,0.82857865,5.7916665
20220308T0000,9.0602455,-4.2997546,1.4827453,4.1250005
20220309T0000,13.500245,-4.4397545,3.6331618,0.15000002
20220310T0000,14.800245,-1.9997545,5.308579,0.075
20220311T0000,13.900246,-1.3697546,5.897745,19.1875
20220312T0000,14.570246,3.7602453,8.359828,51.937504
20220313T0000,16.480246,2.0202456,9.236496,73.416664
20220314T0000,14.690246,5.1602454,9.223579,38.4875
20220315T0000,10.800245,6.2402453,8.135662,67.92916
20220316T0000,14.340245,5.500245,9.058162,46.491665
20220317T0000,14.670245,6.230245,9.955245,67.07083
20220318T0000,13.120245,7.6602454,10.008996,60.891666
20220319T0000,14.370245,4.4302454,9.103579,20.504168
20220320T0000,17.760244,2.8402452,8.984411,26.25
20220321T0000,17.400246,1.8102454,9.398579,30.458336
20220322T0000,17.340246,1.3102454,8.906912,0.0
20220323T0000,18.460245,1.1802454,9.391078,0.0
20220324T0000,19.470245,0.6102454,9.664412,0.42500004
20220325T0000,19.600245,1.5202454,10.538162,2.875
20220326T0000,20.200245,3.3702455,11.273994,0.20833333
20220327T0000,20.120245,2.8202453,11.210662,0.0
20220328T0000,21.370245,2.8002453,11.743995,8.075
20220329T0000,18.870245,6.1802454,12.539411,65.75417
20220330T0000,13.0602455,8.150246,11.017745,92.0
20220331T0000,10.570246,6.0502453,8.248163,90.041664
20220401T0000,5.6602454,0.14024541,2.9239953,97.166664
20220402T0000,2.6602454,0.050245404,1.1660787,93.541664
20220403T0000,4.150245,0.2902454,2.1131623,71.916664
20220404T0000,8.490246,-1.5797547,4.1460786,47.0625
20220405T0000,11.370245,5.3002453,8.223996,90.916664
20220406T0000,14.210245,9.120245,11.678162,80.208336
20220407T0000,12.440246,10.050245,11.302329,91.0
20220408T0000,13.270246,8.8102455,11.250245,93.583336
20220409T0000,8.750245,3.1902456,5.688579,64.333336
20220410T0000,11.970245,0.88024545,5.9881616,35.758335
20220411T0000,17.520245,1.1402454,9.433995,27.404167
20220412T0000,22.050245,4.980245,14.052745,30.737501
20220413T0000,23.030245,9.200245,16.740246,37.925
20220414T0000,21.800245,11.270246,16.35233,16.579168
20220415T0000,21.190245,11.740245,16.071495,22.779167
20220416T0000,16.910246,6.860245,12.07108,12.329165
20220417T0000,18.370245,3.4102454,10.709412,1.7874999
20220418T0000,18.490246,1.6902454,10.465244,0.0375
20220419T0000,18.950245,2.0302453,11.153995,18.4375
20220420T0000,18.140245,5.110245,11.489829,15.537498
20220421T0000,19.200245,2.3902454,11.265662,5.754167
20220422T0000,18.790245,5.0902452,11.977328,35.133335
20220423T0000,14.620245,8.450246,11.53066,74.20417
20220424T0000,11.300245,7.8102455,9.8919115,94.833336
20220425T0000,13.870245,9.650246,11.523162,72.083336
20220426T0000,14.200245,8.520246,10.930661,53.458332
20220427T0000,17.620245,3.7402453,10.647744,41.75
20220428T0000,20.840246,4.4402456,12.771912,1.7750001
20220429T0000,19.060246,4.2602453,12.931079,33.170834
20220430T0000,15.500245,7.610245,12.000664,37.291668
20220501T0000,16.350246,5.7402453,10.726497,46.833332
20220502T0000,19.040245,4.4302454,12.663994,28.804169
20220503T0000,20.240246,7.5702453,14.168998,21.120832
20220504T0000,19.330246,7.7602453,13.941078,30.4125
20220505T0000,13.070246,10.930245,12.226079,86.458336
20220506T0000,17.030245,10.990245,13.40858,59.25
20220507T0000,20.260244,9.190246,14.960244,40.166668
20220508T0000,19.900246,8.900246,15.393161,26.362501
20220509T0000,23.400246,11.520246,17.118578,23.166666
20220510T0000,25.180244,11.110246,18.52608,32.908333
20220511T0000,27.940245,12.480246,20.889828,9.3625
20220512T0000,25.440245,16.120245,20.268995,45.416668
20220513T0000,21.680244,15.700245,18.256912,46.908337
20220514T0000,24.360245,11.730246,17.740664,4.820833
20220515T0000,27.680244,9.850245,19.509829,28.8125
20220516T0000,24.260244,14.480246,19.28608,44.350002
20220517T0000,26.840246,12.340245,19.852743,11.650001
20220518T0000,29.130245,13.210245,21.782745,5.2083335
20220519T0000,28.560246,15.170245,22.594414,26.858335
20220520T0000,31.360245,16.980246,24.405245,33.229168
20220521T0000,24.470245,13.780245,20.074411,27.020834
20220522T0000,24.510244,11.910245,18.533579,27.475
20220523T0000,24.890245,15.260245,19.49941,47.087505
20220524T0000,18.740246,12.650246,16.052328,50.358334
20220525T0000,22.170246,12.200245,17.090246,33.979164
20220526T0000,21.370245,11.580245,16.787329,43.425
20220527T0000,22.090246,10.910245,16.808996,41.3
20220528T0000,19.730246,10.880245,15.345664,27.691666
20220529T0000,17.630245,8.680245,13.212327,27.583334
20220530T0000,21.190245,6.670245,14.551076,15.470833
20220531T0000,22.420246,9.400246,16.541914,44.066666
20220601T0000,21.870245,11.0602455,17.408579,39.608334
20220602T0000,24.570246,13.110246,18.947746,37.929165
20220603T0000,24.120245,13.960245,19.618996,46.045834
20220604T0000,29.320246,16.830246,22.667742,33.479168
20220605T0000,24.560246,15.630245,19.995245,36.308334
20220606T0000,23.400246,13.860246,19.085245,46.104168
20220607T0000,20.230246,13.500245,17.473164,67.375
20220608T0000,22.060246,11.350245,16.360245,59.7
20220609T0000,18.690245,11.770246,15.875245,53.541668
20220610T0000,24.800245,8.400246,17.516493,27.666666
20220611T0000,28.410246,11.430245,20.63733,7.558333
20220612T0000,30.760244,12.620245,22.341078,29.179167
20220613T0000,25.690245,13.630245,20.811495,14.474999
20220614T0000,28.930244,12.020246,20.886911,7.912501
20220615T0000,32.470245,14.800245,24.268578,8.454167
20220616T0000,31.950245,19.220245,25.546911,23.208334
20220617T0000,32.170246,15.880245,24.6715,24.775003
20220618T0000,36.580246,15.970245,27.179825,4.795833
20220619T0000,37.640247,20.400246,29.127748,11.004167
20220620T0000,32.440247,19.540245,26.46274,32.408333
20220621T0000,33.730247,17.170246,24.828165,30.379168
20220622T0000,26.690245,17.620245,21.859413,56.49167
20220623T0000,30.320246,17.120245,22.644827,31.625
20220624T0000,22.880245,15.660245,18.787329,56.791668
20220625T0000,27.520245,14.150246,21.220661,32.004166
20220626T0000,27.320246,16.670246,21.681496,43.691666
20220627T0000,22.400246,15.040245,19.147745,64.833336
20220628T0000,23.410246,13.690246,19.47358,55.100002
20220629T0000,27.670246,16.300245,21.960245,35.583332
20220630T0000,30.120245,14.440246,21.497747,28.495834
20220701T0000,21.950245,13.850245,17.324831,48.416668
20220702T0000,27.770245,11.280245,20.103579,0.69583327
20220703T0000,30.980246,14.000245,23.683998,15.579166
20220704T0000,25.660246,18.640245,22.158997,46.920834
20220705T0000,28.050245,16.130245,22.266077,31.5
20220706T0000,26.370245,14.620245,20.498579,12.291668
20220707T0000,24.070246,12.870245,19.17108,47.325
20220708T0000,25.290245,14.670245,19.684826,30.083334
20220709T0000,28.140245,11.740245,20.923164,24.716667
20220710T0000,25.220245,15.440246,20.302328,12.275001
20220711T0000,28.520245,12.160245,21.061913,5.2791667
20220712T0000,30.150246,15.300245,22.841078,16.958334
20220713T0000,33.480247,14.180245,25.46608,20.5125
20220714T0000,35.79025,20.690245,28.433578,16.570833
20220715T0000,29.570246,17.100245,23.51316,2.5375001
20220716T0000,28.690245,14.150246,22.189413,0.32500002
20220717T0000,31.750246,14.100245,23.55816,1.7625002
20220718T0000,35.350246,14.570246,25.816498,4.4125
20220719T0000,36.93025,16.600245,27.741076,3.9875002
20220720T0000,33.510246,19.820246,25.797327,27.683334
20220721T0000,29.280245,18.030245,23.26816,42.658337
20220722T0000,33.230247,15.840245,25.104414,18.733334
20220723T0000,29.260244,19.220245,23.816076,29.887503
20220724T0000,32.290245,18.280245,25.258995,10.308333
20220725T0000,34.710247,18.300245,27.092745,8.375
20220726T0000,27.310246,19.880245,23.621912,49.291668
20220727T0000,26.870245,16.980246,21.953163,63.0625
20220728T0000,30.860245,15.020246,23.263994,29.704168
20220729T0000,26.960245,18.290245,22.493162,32.908333
20220730T0000,29.160246,15.430245,23.288992,41.166668
20220731T0000,31.810246,15.670245,24.750662,29.441668
20220801T0000,31.380245,15.570246,23.956915,22.645834
20220802T0000,31.070246,17.200245,23.769411,19.445833
20220803T0000,34.760246,15.760245,26.48108,8.312501
20220804T0000,37.38025,19.620245,28.944,18.608334
20220805T0000,33.460247,20.360245,26.693163,36.595837
20220806T0000,25.540245,17.530245,21.19441,59.975002
20220807T0000,27.360245,15.010245,21.263994,31.954168
20220808T0000,30.380245,13.890245,22.719414,7.2166667
20220809T0000,31.360245,14.270246,23.37483,0.0
20220810T0000,30.980246,15.330245,23.457747,0.0
20220811T0000,31.220245,14.230246,23.145662,4.3583336
20220812T0000,30.620245,14.580245,23.025246,2.1833334
20220813T0000,31.100245,13.8102455,22.653994,0.23750003
20220814T0000,27.590246,13.830245,21.651077,38.483334
20220815T0000,24.950245,15.890245,20.484827,48.145832
20220816T0000,30.560246,15.190246,22.669828,15.983334
20220817T0000,28.940245,18.060246,22.485245,50.020832
20220818T0000,21.450245,17.340246,19.219414,54.954166
20220819T0000,22.870245,17.860245,20.044828,81.291664
20220820T0000,24.310246,15.000245,20.116913,52.875
20220821T0000,26.280245,13.990245,19.965246,52.408337
20220822T0000,27.350245,14.660245,20.79441,29.041666
20220823T0000,28.800245,13.760245,21.608994,15.329167
20220824T0000,30.400246,13.540245,22.225662,25.6625
20220825T0000,30.560246,14.670245,22.640661,3.25
20220826T0000,28.130245,15.710245,21.43441,35.954166
20220827T0000,24.430244,17.260244,20.360249,40.541668
20220828T0000,26.050245,16.220245,20.560246,38.004166
20220829T0000,28.430244,14.240245,21.316914,6.85
20220830T0000,28.460245,14.730246,21.13608,31.141668
20220831T0000,23.650246,15.950245,19.63858,51.295834
20220901T0000,24.640245,14.030245,18.592745,32.225002
20220902T0000,24.650246,11.400246,17.721079,36.462498
20220903T0000,22.630245,15.740245,18.36483,49.791668
20220904T0000,27.020245,13.290245,19.754412,36.750004
20220905T0000,28.520245,13.950245,20.778578,27.699999
20220906T0000,23.230246,17.000246,20.127745,45.208332
20220907T0000,26.110245,16.410246,20.570662,40.1875
20220908T0000,23.010244,15.640245,18.442327,50.19583
20220909T0000,21.760244,15.200245,17.787329,38.895832
20220910T0000,19.010244,14.300245,16.409412,72.958336
20220911T0000,22.390245,12.110246,17.021078,29.833334
20220912T0000,25.070246,10.130245,16.94691,23.6875
20220913T0000,27.670246,12.790245,20.568996,38.320835
20220914T0000,23.580246,18.380245,20.98733,57.79167
20220915T0000,19.190245,14.410245,17.615248,63.791668
20220916T0000,16.710245,11.670245,14.691079,74.458336
20220917T0000,14.530245,9.520246,11.675662,67.125
20220918T0000,16.510246,7.9102454,12.64858,42.083332
20220919T0000,16.870245,9.580245,13.183162,42.291668
20220920T0000,16.720245,6.4902453,11.590244,51.333332
20220921T0000,18.450245,5.0702453,11.459828,29.333334
20220922T0000,18.910246,4.4502454,11.408994,4.6124997
20220923T0000,20.500246,5.5502453,13.299829,37.216667
20220924T0000,17.700245,10.520246,14.4144125,64.1125
20220925T0000,15.890245,10.180245,12.703994,67.0
20220926T0000,15.300245,10.490245,12.74191,65.583336
20220927T0000,12.330245,10.020246,11.061078,83.833336
20220928T0000,12.080245,9.070246,11.019412,89.125
20220929T0000,12.540245,9.240245,10.552745,75.375
20220930T0000,15.220245,7.5102453,11.280246,52.19583
20221001T0000,14.420245,7.7802453,11.87608,79.583336
20221002T0000,19.250246,14.410245,16.475245,81.833336
20221003T0000,16.560246,8.220245,12.761913,53.24167
20221004T0000,19.500246,7.480245,12.076912,20.166666
20221005T0000,23.320246,8.670245,14.931911,10.379167
20221006T0000,18.630245,11.790245,14.539828,56.175
20221007T0000,20.630245,10.870245,15.030662,65.91667
20221008T0000,17.410246,10.380245,14.071912,43.1375
20221009T0000,17.130245,6.9902453,11.943162,34.541668
20221010T0000,22.190245,10.690246,15.963164,47.4375
20221011T0000,18.160246,11.430245,14.453162,48.479168
20221012T0000,18.200245,11.420245,14.192328,58.208332
20221013T0000,17.750246,10.110246,13.743577,75.125
20221014T0000,17.520245,12.650246,15.050244,89.75
20221015T0000,19.670246,14.390245,16.953165,74.375
20221016T0000,23.430244,12.840245,16.753164,32.962498
20221017T0000,23.400246,11.180245,15.941493,26.066666
20221018T0000,22.770245,12.920245,16.653162,27.504166
20221019T0000,19.090246,11.460245,14.715245,62.9875
20221020T0000,17.780245,13.260245,15.263995,62.2625
20221021T0000,17.640245,14.240245,15.512329,82.004166
20221022T0000,20.690245,12.120245,15.431911,45.175
20221023T0000,19.200245,10.730246,15.135662,46.40833
20221024T0000,17.440245,11.700245,15.400246,43.49167
20221025T0000,18.680244,10.820246,14.146493,36.337498
20221026T0000,21.760244,11.640245,15.634411,34.162495
20221027T0000,21.150246,10.740245,14.485245,47.099995
20221028T0000,22.970245,12.860246,16.149828,29.612501
20221029T0000,22.270245,11.260245,15.3414955,33.675007
20221030T0000,21.630245,10.230246,14.053581,23.674997
20221031T0000,18.700245,8.910245,12.723577,31.166666
20221101T0000,16.640245,8.260245,13.471078,51.962498
20221102T0000,16.060246,6.8002453,11.286078,45.595837
20221103T0000,12.770246,5.5902452,9.520662,72.604164
20221104T0000,11.050245,7.900245,9.454828,64.041664
20221105T0000,10.650246,2.9702454,7.914413,50.02917
20221106T0000,10.340245,2.8002453,6.520662,68.120834
20221107T0000,16.380245,5.520245,10.121911,31.129166
20221108T0000,16.540245,4.960245,9.743996,30.333334
20221109T0000,13.5602455,10.410245,11.842744,87.75
20221110T0000,14.010245,5.6202455,9.749828,46.87917
20221111T0000,12.070246,4.900245,7.7814956,38.545834
20221112T0000,9.700245,5.4502454,7.1302447,44.387497
20221113T0000,7.420245,4.2002454,5.527745,21.795832
20221114T0000,12.870245,4.1602454,8.464412,55.44167
20221115T0000,12.230246,7.900245,10.1660795,91.916664
20221116T0000,14.020246,7.2402453,10.48358,49.916668
20221117T0000,14.390245,9.330245,11.909411,66.333336
20221118T0000,9.970245,7.0902452,8.756495,64.75
20221119T0000,9.790245,5.610245,7.5648274,45.625
20221120T0000,8.970245,5.3402452,6.9364963,63.416668
20221121T0000,9.670245,6.7802453,7.6935782,83.791664
20221122T0000,8.910245,6.1202455,7.418161,69.583336
20221123T0000,10.220245,1.7802454,6.7231617,48.583332
20221124T0000,11.140245,3.5702453,7.6473293,48.891666
20221125T0000,10.500245,4.3502455,6.665245,55.770832
20221126T0000,8.570246,2.8302455,5.317329,61.629166
20221127T0000,7.4902453,1.6302454,4.3202457,77.666664
20221128T0000,8.870245,4.360245,6.865246,90.791664
20221129T0000,9.180245,6.4502454,7.596495,91.583336
20221130T0000,7.730245,5.000245,6.533995,78.5
20221201T0000,5.5102453,3.7602453,4.4781613,80.708336
20221202T0000,4.9102454,1.8102454,3.6127455,83.791664
20221203T0000,3.4702454,1.4002454,2.1214955,54.754166
20221204T0000,3.1002455,0.8002454,2.1402452,60.916668
20221205T0000,6.210245,0.1802454,3.2635782,54.666668
20221206T0000,4.4602456,-0.4597546,1.9660788,81.666664
20221207T0000,4.9302454,0.8502454,3.0760784,78.375
20221208T0000,3.5102453,-1.9497546,0.8589955,43.958332
20221209T0000,1.2402453,-1.4197546,-0.075587966,87.75
20221210T0000,0.9902454,-2.2797546,0.25399542,75.791664
20221211T0000,-0.52975464,-7.1297545,-3.256838,49.0
20221212T0000,-2.1597548,-7.099755,-5.183504,20.833334
20221213T0000,-1.8897547,-7.1997547,-4.111005,58.42917
20221214T0000,2.3202453,-2.3797545,0.116078794,97.708336
20221215T0000,1.1902454,-0.48975456,0.40857878,88.5
20221216T0000,-0.4397546,-3.3597546,-1.628088,57.791668
20221217T0000,-0.9197546,-5.3797545,-3.6339207,15.595833
20221218T0000,0.7002454,-4.329755,-2.0685048,37.070835
20221219T0000,6.2002454,-0.09975457,2.237745,47.458332
20221220T0000,9.150246,1.8202454,5.2639956,53.37917
20221221T0000,11.200245,7.710245,9.48816,77.458336
20221222T0000,12.570246,10.860246,11.788579,65.583336
20221223T0000,14.330245,12.330245,13.354411,90.791664
20221224T0000,12.730246,9.190246,10.767745,91.0
20221225T0000,11.280245,6.8202453,9.026495,43.470837
20221226T0000,11.510245,8.290245,10.380245,81.25
20221227T0000,8.690246,2.6702452,5.7614956,31.4125
20221228T0000,10.640245,2.8102455,6.8785787,41.6125
20221229T0000,13.290245,9.360246,11.679829,83.791664
20221230T0000,14.720245,4.3902454,9.342329,78.62917
20221231T0000,16.970245,12.270246,14.379411,32.962498
20230101T0000,17.230246,8.570246,12.037746,13.866666
20230102T0000,14.500245,7.420245,10.156078,68.708336
20230103T0000,9.970245,3.1502452,6.6402454,67.041664
20230104T0000,10.860246,4.5002456,8.281495,82.375
20230105T0000,12.410245,7.7202454,10.683162,85.674995
20230106T0000,10.500245,6.860245,8.703161,71.916664
20230107T0000,11.090245,4.8302455,7.353996,43.087505
20230108T0000,9.050245,4.150245,7.286913,81.791664
20230109T0000,9.050245,4.8502455,6.472328,68.333336
20230110T0000,7.520245,4.7802453,6.097328,84.875
20230111T0000,9.890245,7.440245,8.641078,82.25
20230112T0000,10.720245,7.380245,9.1973295,84.666664
20230113T0000,10.510245,6.940245,8.983995,67.666664
20230114T0000,11.300245,6.3202453,8.923579,86.875
20230115T0000,12.240245,4.2702456,7.3848286,63.125
20230116T0000,6.8302455,3.3902454,4.831496,64.762505
20230117T0000,3.3702455,0.7902454,1.7931622,74.583336
20230118T0000,2.2602453,-1.0097545,1.1656619,79.541664
20230119T0000,1.8202454,-3.709755,-1.2468379,43.916668
20230120T0000,1.9902455,-3.5997548,-1.1505878,67.34167
20230121T0000,1.0702454,-4.519755,-1.3643379,73.25
20230122T0000,1.7402455,-0.72975457,0.48941207,75.875
20230123T0000,3.5302453,0.4802454,1.983579,82.083336
20230124T0000,5.040245,2.5902452,3.6835787,73.541664
20230125T0000,3.6002455,1.8802454,2.8664954,75.0
20230126T0000,1.4702454,-0.90975463,0.33732876,78.916664
20230127T0000,1.4702454,-1.0897546,0.10649541,71.5
20230128T0000,2.9202452,-0.10975462,1.3781619,70.458336
20230129T0000,2.5502453,-2.7297544,0.5256621,50.88333
20230130T0000,3.2302456,-3.1397548,0.49816218,76.625
20230131T0000,5.150245,-0.4297546,2.9573288,79.666664
20230201T0000,6.770245,2.9202452,4.9931617,87.0
20230202T0000,7.3902454,4.980245,6.0631623,84.5
20230203T0000,8.400246,5.270245,6.787746,87.375
20230204T0000,8.840245,2.0602455,6.110662,86.833336
20230205T0000,5.5702453,0.35024542,3.1469119,87.916664
20230206T0000,4.9902453,0.6702454,3.3064954,74.541664
20230207T0000,4.8002453,-3.1597548,0.20191205,3.625
20230208T0000,3.1202455,-4.4497547,-1.3735045,0.125
20230209T0000,6.0302453,-6.119755,-1.1564213,2.3
20230210T0000,6.3702455,-5.789755,-0.73933786,2.8875
20230211T0000,8.300245,-5.1097546,0.19316214,14.945834
20230212T0000,10.200245,-3.1097546,2.3327456,7.625
20230213T0000,9.100245,-0.5897546,2.8694122,29.208334
20230214T0000,9.260245,-1.1697546,2.1289957,17.125
20230215T0000,11.370245,-1.4397546,2.597329,10.054166
